,corridor,direction,month,weekday,hour,pctge_c2g_mean,pctge_c2p_mean,pctge_tractocamiones_mean
2280,CL13,1,2,Thursday,7,2.0,84.0,14.0
2281,CL13,1,2,Thursday,8,3.25,76.5,20.5
2282,CL13,1,2,Thursday,9,0.75,75.5,23.75
2283,CL13,1,2,Thursday,10,2.25,69.75,28.0
2284,CL13,1,2,Thursday,11,12.5,51.5,36.0
2285,CL13,1,2,Thursday,12,1.3333333333333333,74.0,25.0
2286,CL13,1,2,Thursday,13,2.25,73.5,24.25
2287,CL13,1,2,Thursday,14,1.25,75.0,23.75
2288,CL13,1,2,Thursday,15,2.5,73.5,24.25
2289,CL13,1,2,Thursday,16,6.0,70.5,23.5
2290,CL13,1,2,Thursday,17,4.25,72.25,24.0
2291,CL13,1,2,Thursday,18,0.0,76.75,23.25
2292,CL13,1,2,Thursday,19,4.25,66.5,28.75
2293,CL13,1,2,Thursday,20,5.25,70.75,23.75
2294,CL13,1,2,Thursday,21,7.5,53.25,39.0
2295,CL13,1,2,Thursday,22,2.0,58.75,39.25
2296,CL13,1,2,Thursday,23,1.7500000000000002,68.5,29.5
2297,CL13,1,2,Tuesday,0,0.0,26.75,73.25
2298,CL13,1,2,Tuesday,1,0.0,67.0,33.0
2299,CL13,1,2,Tuesday,2,5.0,60.0,35.0
2300,CL13,1,2,Tuesday,3,0.0,91.75,8.25
2301,CL13,1,2,Tuesday,4,2.25,68.0,29.75
2302,CL13,1,2,Tuesday,5,2.25,78.5,19.25
2303,CL13,1,2,Tuesday,6,0.0,73.25,26.75
2304,CL13,1,2,Tuesday,7,1.5,82.0,16.5
2305,CL13,1,2,Tuesday,8,0.0,73.75,26.25
2306,CL13,1,2,Tuesday,9,0.75,83.5,15.75
2307,CL13,1,2,Tuesday,10,4.25,67.75,27.5
2308,CL13,1,2,Tuesday,11,9.25,61.25,29.75
2309,CL13,1,2,Tuesday,12,3.75,68.0,28.25
2310,CL13,1,2,Tuesday,13,0.5,77.0,22.5
2311,CL13,1,2,Tuesday,14,4.25,76.0,19.5
2312,CL13,1,2,Tuesday,15,1.25,77.5,21.25
2313,CL13,1,2,Tuesday,16,6.75,69.25,24.0
2314,CL13,1,2,Tuesday,17,3.75,73.5,22.75
2315,CL13,1,2,Tuesday,18,0.5,70.75,28.75
2316,CL13,1,2,Tuesday,19,1.75,66.0,32.0
2317,CL13,1,2,Tuesday,20,3.0,70.75,26.25
2318,CL13,1,2,Tuesday,21,10.75,54.5,35.0
2319,CL13,1,2,Tuesday,22,0.0,66.75,33.25
2320,CL13,1,2,Tuesday,23,0.0,67.75,32.25
2321,CL13,1,2,Wednesday,0,0.0,56.0,44.0
2322,CL13,1,2,Wednesday,1,10.25,59.5,30.5
2323,CL13,1,2,Wednesday,2,0.0,80.0,20.0
2324,CL13,1,2,Wednesday,3,0.0,80.5,19.5
2325,CL13,1,2,Wednesday,4,0.0,55.5,44.5
2326,CL13,1,2,Wednesday,5,0.0,71.75,28.25
2327,CL13,1,2,Wednesday,6,0.0,69.5,30.5
2328,CL13,1,2,Wednesday,7,0.0,80.75,19.25
2329,CL13,1,2,Wednesday,8,0.75,81.25,18.0
2330,CL13,1,2,Wednesday,9,1.5,78.25,20.25
2331,CL13,1,2,Wednesday,10,3.25,66.5,30.5
2332,CL13,1,2,Wednesday,11,7.75,63.5,29.25
2333,CL13,1,2,Wednesday,12,3.5,66.25,30.25
2334,CL13,1,2,Wednesday,13,2.25,73.0,24.75
2335,CL13,1,2,Wednesday,14,3.25,80.0,17.0
2336,CL13,1,2,Wednesday,15,2.75,77.0,20.25
2337,CL13,1,2,Wednesday,16,3.25,74.5,22.5
2338,CL13,1,2,Wednesday,17,2.75,83.5,14.0
2339,CL13,1,2,Wednesday,18,2.25,72.0,25.75
2340,CL13,1,2,Wednesday,19,4.666666666666667,70.33333333333333,25.0
2341,CL13,1,2,Wednesday,20,6.25,63.0,31.25
2342,CL13,1,2,Wednesday,21,7.25,49.75,43.5
2343,CL13,1,2,Wednesday,22,0.0,63.5,36.5
2344,CL13,1,2,Wednesday,23,2.0,72.0,26.0
2345,CL13,1,3,Friday,0,0.0,45.0,55.0
2346,CL13,1,3,Friday,1,5.2,73.2,21.6
2347,CL13,1,3,Friday,2,0.0,68.4,31.6
2348,CL13,1,3,Friday,3,0.0,85.0,15.0
2349,CL13,1,3,Friday,4,0.0,57.8,42.2
2350,CL13,1,3,Friday,5,0.0,74.4,25.6
2351,CL13,1,3,Friday,6,2.0,79.4,18.6
2352,CL13,1,3,Friday,7,0.0,78.2,21.8
2353,CL13,1,3,Friday,8,3.8,77.0,18.8
2354,CL13,1,3,Friday,9,1.8,80.2,18.0
2355,CL13,1,3,Friday,10,2.6,68.8,28.4
2356,CL13,1,3,Friday,11,10.0,62.6,27.4
2357,CL13,1,3,Friday,12,4.4,69.6,25.8
2358,CL13,1,3,Friday,13,5.0,75.0,19.6
2359,CL13,1,3,Friday,14,1.4000000000000001,80.6,18.0
2360,CL13,1,3,Friday,15,3.6,72.6,23.6
2361,CL13,1,3,Friday,16,5.6,71.2,23.0
2362,CL13,1,3,Friday,17,4.4,71.0,24.2
2363,CL13,1,3,Friday,18,0.6,73.8,25.6
2364,CL13,1,3,Friday,19,4.4,62.2,33.2
2365,CL13,1,3,Friday,20,5.6,64.0,30.4
2366,CL13,1,3,Friday,21,3.4,61.6,35.2
2367,CL13,1,3,Friday,22,0.0,51.6,48.4
2368,CL13,1,3,Friday,23,2.2,61.0,36.6
2369,CL13,1,3,Monday,0,0.0,75.0,25.0
2370,CL13,1,3,Monday,1,4.5,63.75,31.75
2371,CL13,1,3,Monday,2,0.0,83.33333333333333,16.666666666666668
2372,CL13,1,3,Monday,3,15.5,70.75,13.75
2373,CL13,1,3,Monday,4,0.0,71.5,28.5
2374,CL13,1,3,Monday,5,0.0,95.33333333333333,4.666666666666667
2375,CL13,1,3,Monday,6,2.75,80.75,16.5
2376,CL13,1,3,Monday,7,0.0,74.0,26.0
2377,CL13,1,3,Monday,8,5.0,82.5,12.5
2378,CL13,1,3,Monday,9,4.25,60.5,35.25
2379,CL13,1,3,Monday,10,1.0,77.25,22.0
2380,CL13,1,3,Monday,11,8.0,62.25,29.5
2381,CL13,1,3,Monday,12,4.25,67.25,28.0
2382,CL13,1,3,Monday,13,2.0,72.5,25.5
2383,CL13,1,3,Monday,14,2.0,77.5,20.5
2384,CL13,1,3,Monday,15,2.0,68.0,29.75
2385,CL13,1,3,Monday,16,3.25,77.5,19.25
2386,CL13,1,3,Monday,17,2.5,62.25,35.5
2387,CL13,1,3,Monday,18,1.0,81.25,17.75
2388,CL13,1,3,Monday,19,5.666666666666667,59.666666666666664,35.0
2389,CL13,1,3,Monday,20,3.25,66.5,30.25
2390,CL13,1,3,Monday,21,7.0,66.0,27.0
2391,CL13,1,3,Monday,22,0.0,70.5,29.5
2392,CL13,1,3,Monday,23,0.0,42.333333333333336,57.666666666666664
2393,CL13,1,3,Saturday,0,0.0,31.6,68.4
2394,CL13,1,3,Saturday,1,2.2,68.0,29.8
2395,CL13,1,3,Saturday,2,0.0,68.4,31.6
2396,CL13,1,3,Saturday,3,0.0,83.4,16.6
2397,CL13,1,3,Saturday,4,2.0,65.0,33.0
2398,CL13,1,3,Saturday,5,4.0,74.6,21.4
2399,CL13,1,3,Saturday,6,3.8,82.8,13.4
2400,CL13,1,3,Saturday,7,2.8000000000000003,80.0,17.4
2401,CL13,1,3,Saturday,8,3.4,78.2,18.6
2402,CL13,1,3,Saturday,9,2.4,73.2,24.4
2403,CL13,1,3,Saturday,10,2.8,73.0,24.0
2404,CL13,1,3,Saturday,11,7.2,67.6,25.4
2405,CL13,1,3,Saturday,12,2.8,67.2,29.6
2406,CL13,1,3,Saturday,13,1.6,77.0,21.4
2407,CL13,1,3,Saturday,14,1.8,78.6,20.0
2408,CL13,1,3,Saturday,15,0.8,75.6,23.4
2409,CL13,1,3,Saturday,16,5.8,68.8,25.4
2410,CL13,1,3,Saturday,17,2.0,76.4,21.4
2411,CL13,1,3,Saturday,18,1.8,75.2,23.0
2412,CL13,1,3,Saturday,19,0.0,65.4,34.6
2413,CL13,1,3,Saturday,20,2.8,77.4,19.8
2414,CL13,1,3,Saturday,21,3.0,56.2,40.8
2415,CL13,1,3,Saturday,22,4.0,72.6,23.4
2416,CL13,1,3,Saturday,23,0.0,88.4,11.6
2417,CL13,1,3,Sunday,0,16.666666666666668,22.0,61.333333333333336
2418,CL13,1,3,Sunday,1,0.0,80.0,20.0
2419,CL13,1,3,Sunday,2,0.0,58.25,41.75
2420,CL13,1,3,Sunday,3,0.0,93.4,6.6
2421,CL13,1,3,Sunday,4,0.0,49.8,50.2
2422,CL13,1,3,Sunday,5,0.0,61.0,39.0
2423,CL13,1,3,Sunday,6,0.0,70.0,30.0
2424,CL13,1,3,Sunday,7,6.6,76.6,16.6
2425,CL13,1,3,Sunday,8,0.0,100.0,0.0
2426,CL13,1,3,Sunday,9,4.0,71.0,25.0
2427,CL13,1,3,Sunday,10,7.4,68.2,24.4
2428,CL13,1,3,Sunday,11,0.0,67.4,32.6
2429,CL13,1,3,Sunday,12,2.6,65.2,32.2
2430,CL13,1,3,Sunday,13,2.0,74.0,24.0
2431,CL13,1,3,Sunday,14,2.4,72.4,25.0
2432,CL13,1,3,Sunday,15,1.6,80.0,18.4
2433,CL13,1,3,Sunday,16,6.8,72.6,20.6
2434,CL13,1,3,Sunday,17,0.0,76.6,23.4
2435,CL13,1,3,Sunday,18,0.0,88.4,11.6
2436,CL13,1,3,Sunday,19,0.0,71.0,29.0
2437,CL13,1,3,Sunday,20,0.0,49.6,50.4
2438,CL13,1,3,Sunday,21,8.25,62.5,29.25
2439,CL13,1,3,Sunday,22,6.6,78.4,15.0
2440,CL13,1,3,Sunday,23,0.0,33.333333333333336,66.66666666666667
2441,CL13,1,3,Thursday,0,0.0,50.0,50.0
2442,CL13,1,3,Thursday,1,4.5,73.25,22.25
2443,CL13,1,3,Thursday,2,0.0,55.5,44.5
2444,CL13,1,3,Thursday,3,2.75,74.25,23.0
2445,CL13,1,3,Thursday,4,0.0,81.25,18.75
2446,CL13,1,3,Thursday,5,0.0,82.0,18.0
2447,CL13,1,3,Thursday,6,2.0,69.25,28.75
2448,CL13,1,3,Thursday,7,0.0,79.0,21.0
2449,CL13,1,3,Thursday,8,0.0,78.25,21.75
2450,CL13,1,3,Thursday,9,0.0,68.75,31.25
2451,CL13,1,3,Thursday,10,3.5,72.0,24.75
2452,CL13,1,3,Thursday,11,10.5,61.0,28.5
2453,CL13,1,3,Thursday,12,2.75,69.5,27.75
2454,CL13,1,3,Thursday,13,3.25,76.75,20.0
2455,CL13,1,3,Thursday,14,2.5,75.75,21.5
2456,CL13,1,3,Thursday,15,2.0,76.0,22.0
2457,CL13,1,3,Thursday,16,8.75,74.75,16.75
2458,CL13,1,3,Thursday,17,2.5,72.75,24.75
2459,CL13,1,3,Thursday,18,4.25,70.5,25.25
2460,CL13,1,3,Thursday,19,2.75,60.25,37.0
2461,CL13,1,3,Thursday,20,5.5,73.0,22.0
2462,CL13,1,3,Thursday,21,1.25,70.75,27.75
2463,CL13,1,3,Thursday,22,3.0,54.75,42.5
2464,CL13,1,3,Thursday,23,0.0,66.5,33.5
2465,CL13,1,3,Tuesday,0,20.75,33.25,45.75
2466,CL13,1,3,Tuesday,1,0.0,80.0,20.0
2467,CL13,1,3,Tuesday,2,0.0,77.0,23.0
2468,CL13,1,3,Tuesday,3,0.0,92.5,7.5
2469,CL13,1,3,Tuesday,4,0.0,91.5,8.5
2470,CL13,1,3,Tuesday,5,0.0,79.5,20.5
2471,CL13,1,3,Tuesday,6,4.0,68.5,27.5
2472,CL13,1,3,Tuesday,7,3.5000000000000004,85.5,11.0
2473,CL13,1,3,Tuesday,8,2.5,73.5,24.25
2474,CL13,1,3,Tuesday,9,2.5,77.5,20.0
2475,CL13,1,3,Tuesday,10,0.75,68.75,30.5
2476,CL13,1,3,Tuesday,11,12.5,50.25,37.0
2477,CL13,1,3,Tuesday,12,4.25,67.75,28.25
2478,CL13,1,3,Tuesday,13,1.75,74.5,23.5
2479,CL13,1,3,Tuesday,14,2.75,67.75,29.25
2480,CL13,1,3,Tuesday,15,2.5,68.5,29.0
2481,CL13,1,3,Tuesday,16,7.5,76.5,16.0
2482,CL13,1,3,Tuesday,17,4.5,66.0,29.5
2483,CL13,1,3,Tuesday,18,3.5,79.5,16.5
2484,CL13,1,3,Tuesday,19,1.25,71.25,27.25
2485,CL13,1,3,Tuesday,20,2.5,74.75,22.75
2486,CL13,1,3,Tuesday,21,10.0,56.75,33.5
2487,CL13,1,3,Tuesday,22,1.7500000000000002,52.5,45.75
2488,CL13,1,3,Tuesday,23,0.0,61.5,38.5
2489,CL13,1,3,Wednesday,0,33.25,13.25,53.5
2490,CL13,1,3,Wednesday,1,2.0,80.25,17.75
2491,CL13,1,3,Wednesday,2,0.0,87.5,12.5
2492,CL13,1,3,Wednesday,3,0.0,92.25,7.75
2493,CL13,1,3,Wednesday,4,2.25,50.75,47.0
2494,CL13,1,3,Wednesday,5,0.0,73.0,27.0
2495,CL13,1,3,Wednesday,6,2.25,74.25,23.5
2496,CL13,1,3,Wednesday,7,3.75,76.25,19.75
2497,CL13,1,3,Wednesday,8,1.7500000000000002,77.25,21.25
2498,CL13,1,3,Wednesday,9,4.0,69.75,26.25
2499,CL13,1,3,Wednesday,10,2.75,66.75,30.25
2500,CL13,1,3,Wednesday,11,6.5,59.5,33.75
2501,CL13,1,3,Wednesday,12,6.75,66.25,27.0
2502,CL13,1,3,Wednesday,13,3.0,73.75,23.25
2503,CL13,1,3,Wednesday,14,1.5,75.25,23.5
2504,CL13,1,3,Wednesday,15,3.75,71.75,24.5
2505,CL13,1,3,Wednesday,16,4.75,71.0,24.25
2506,CL13,1,3,Wednesday,17,4.75,75.75,19.75
2507,CL13,1,3,Wednesday,18,4.5,68.5,26.5
2508,CL13,1,3,Wednesday,19,2.75,66.0,31.25
2509,CL13,1,3,Wednesday,20,6.75,68.5,25.0
2510,CL13,1,3,Wednesday,21,6.75,58.75,34.75
2511,CL13,1,3,Wednesday,22,5.25,50.0,44.75
2512,CL13,1,3,Wednesday,23,0.0,37.5,62.5
2513,CL13,1,4,Friday,0,5.666666666666667,33.333333333333336,61.333333333333336
2514,CL13,1,4,Friday,1,2.3333333333333335,74.0,23.666666666666668
2515,CL13,1,4,Friday,2,0.0,58.333333333333336,41.666666666666664
2516,CL13,1,4,Friday,3,8.333333333333334,63.333333333333336,28.333333333333332
2517,CL13,1,4,Friday,4,0.0,57.666666666666664,42.333333333333336
2518,CL13,1,4,Friday,5,0.0,72.66666666666667,27.333333333333332
2519,CL13,1,4,Friday,6,3.3333333333333335,73.0,23.666666666666668
2520,CL13,1,4,Friday,7,4.666666666666667,77.33333333333333,18.0
2521,CL13,1,4,Friday,8,0.0,73.0,27.0
2522,CL13,1,4,Friday,9,2.3333333333333335,69.66666666666667,28.0
2523,CL13,1,4,Friday,10,3.0,69.0,27.666666666666668
2524,CL13,1,4,Friday,11,13.666666666666666,60.0,26.333333333333332
2525,CL13,1,4,Friday,12,6.333333333333333,68.0,26.0
2526,CL13,1,4,Friday,13,1.0,75.33333333333333,23.666666666666668
2527,CL13,1,4,Friday,14,4.666666666666667,76.66666666666667,18.666666666666668
2528,CL13,1,4,Friday,15,4.0,73.0,23.0
2529,CL13,1,4,Friday,16,5.333333333333333,73.0,21.333333333333332
2530,CL13,1,4,Friday,17,2.0,81.0,17.0
2531,CL13,1,4,Friday,18,3.3333333333333335,71.33333333333333,25.333333333333332
2532,CL13,1,4,Friday,19,1.3333333333333333,69.66666666666667,29.0
2533,CL13,1,4,Friday,20,2.3333333333333335,69.0,28.666666666666668
2534,CL13,1,4,Friday,21,7.0,63.333333333333336,29.333333333333332
2535,CL13,1,4,Friday,22,0.0,44.333333333333336,55.666666666666664
2536,CL13,1,4,Friday,23,0.0,51.666666666666664,48.333333333333336
2537,CL13,1,4,Monday,0,0.0,100.0,0.0
2538,CL13,1,4,Monday,1,0.0,81.5,18.5
2539,CL13,1,4,Monday,2,0.0,93.75,6.25
2540,CL13,1,4,Monday,3,0.0,93.75,6.25
2541,CL13,1,4,Monday,4,0.0,70.0,30.0
2542,CL13,1,4,Monday,5,0.0,82.5,17.5
2543,CL13,1,4,Monday,6,8.75,64.75,26.5
2544,CL13,1,4,Monday,7,1.5,85.5,13.0
2545,CL13,1,4,Monday,8,1.25,75.5,23.5
2546,CL13,1,4,Monday,9,2.75,69.75,27.5
2547,CL13,1,4,Monday,10,2.0,68.75,29.5
2548,CL13,1,4,Monday,11,9.5,54.0,36.5
2549,CL13,1,4,Monday,12,5.25,66.5,28.25
2550,CL13,1,4,Monday,13,3.75,70.75,25.75
2551,CL13,1,4,Monday,14,8.0,69.0,23.25
2552,CL13,1,4,Monday,15,2.5,68.0,29.5
2553,CL13,1,4,Monday,16,9.0,64.25,26.5
2554,CL13,1,4,Monday,17,3.0,72.75,24.25
2555,CL13,1,4,Monday,18,4.0,68.25,27.75
2556,CL13,1,4,Monday,19,2.75,69.25,27.75
2557,CL13,1,4,Monday,20,3.25,75.0,21.75
2558,CL13,1,4,Monday,21,2.25,60.0,38.0
2559,CL13,1,4,Monday,22,0.0,54.0,46.0
2560,CL13,1,4,Monday,23,0.0,49.5,50.5
2561,CL13,1,4,Saturday,0,0.0,27.666666666666668,72.33333333333333
2562,CL13,1,4,Saturday,1,2.3333333333333335,63.333333333333336,34.333333333333336
2563,CL13,1,4,Saturday,2,0.0,83.33333333333333,16.666666666666668
2564,CL13,1,4,Saturday,3,0.0,84.66666666666667,15.333333333333334
2565,CL13,1,4,Saturday,4,0.0,69.33333333333333,30.666666666666668
2566,CL13,1,4,Saturday,5,0.0,93.33333333333333,6.666666666666667
2567,CL13,1,4,Saturday,6,0.0,83.33333333333333,16.666666666666668
2568,CL13,1,4,Saturday,7,2.6666666666666665,89.0,8.333333333333334
2569,CL13,1,4,Saturday,8,2.3333333333333335,75.0,22.666666666666668
2570,CL13,1,4,Saturday,9,1.6666666666666667,72.0,26.333333333333332
2571,CL13,1,4,Saturday,10,2.0,71.66666666666667,26.333333333333332
2572,CL13,1,4,Saturday,11,7.0,66.0,27.0
2573,CL13,1,4,Saturday,12,4.0,67.33333333333333,28.333333333333332
2574,CL13,1,4,Saturday,13,1.0,72.33333333333333,26.666666666666668
2575,CL13,1,4,Saturday,14,6.0,70.66666666666667,23.333333333333332
2576,CL13,1,4,Saturday,15,0.0,76.0,24.0
2577,CL13,1,4,Saturday,16,3.3333333333333335,68.66666666666667,28.0
2578,CL13,1,4,Saturday,17,0.0,79.66666666666667,20.333333333333332
2579,CL13,1,4,Saturday,18,0.0,70.0,30.0
2580,CL13,1,4,Saturday,19,0.0,72.33333333333333,27.666666666666668
2581,CL13,1,4,Saturday,20,4.0,80.66666666666667,16.0
2582,CL13,1,4,Saturday,21,5.666666666666667,56.0,38.0
2583,CL13,1,4,Saturday,22,6.666666666666667,28.0,65.33333333333333
2584,CL13,1,4,Saturday,23,6.666666666666667,42.333333333333336,51.0
2585,CL13,1,4,Sunday,0,0.0,33.5,66.5
2586,CL13,1,4,Sunday,1,0.0,67.0,33.0
2587,CL13,1,4,Sunday,2,0.0,66.66666666666667,33.333333333333336
2588,CL13,1,4,Sunday,3,0.0,100.0,0.0
2589,CL13,1,4,Sunday,4,0.0,39.0,61.0
2590,CL13,1,4,Sunday,5,0.0,100.0,0.0
2591,CL13,1,4,Sunday,6,0.0,100.0,0.0
2592,CL13,1,4,Sunday,7,16.666666666666668,75.0,8.333333333333334
2593,CL13,1,4,Sunday,8,7.333333333333333,38.666666666666664,54.0
2594,CL13,1,4,Sunday,9,0.0,72.66666666666667,27.333333333333332
2595,CL13,1,4,Sunday,10,0.0,63.333333333333336,36.666666666666664
2596,CL13,1,4,Sunday,11,0.0,68.0,32.0
2597,CL13,1,4,Sunday,12,1.6666666666666667,70.0,28.0
2598,CL13,1,4,Sunday,13,0.0,71.0,29.0
2599,CL13,1,4,Sunday,14,7.333333333333333,55.333333333333336,37.333333333333336
2600,CL13,1,4,Sunday,15,0.0,62.333333333333336,37.666666666666664
2601,CL13,1,4,Sunday,16,0.0,82.0,18.0
2602,CL13,1,4,Sunday,17,0.0,75.0,25.0
2603,CL13,1,4,Sunday,18,0.0,75.0,25.0
2604,CL13,1,4,Sunday,19,0.0,93.33333333333333,6.666666666666667
2605,CL13,1,4,Sunday,20,0.0,91.66666666666667,8.333333333333334
2606,CL13,1,4,Sunday,21,14.499999999999998,48.5,37.0
2607,CL13,1,4,Sunday,22,0.0,100.0,0.0
2608,CL13,1,4,Sunday,23,0.0,33.333333333333336,66.66666666666667
2609,CL13,1,4,Thursday,0,0.0,46.666666666666664,53.333333333333336
2610,CL13,1,4,Thursday,1,0.0,62.666666666666664,37.333333333333336
2611,CL13,1,4,Thursday,2,0.0,85.0,15.0
2612,CL13,1,4,Thursday,3,0.0,70.33333333333333,29.666666666666668
2613,CL13,1,4,Thursday,4,4.0,66.33333333333333,29.333333333333332
2614,CL13,1,4,Thursday,5,7.333333333333333,61.0,31.666666666666668
2615,CL13,1,4,Thursday,6,3.6666666666666665,62.333333333333336,34.0
2616,CL13,1,4,Thursday,7,2.6666666666666665,81.33333333333333,16.0
2617,CL13,1,4,Thursday,8,3.3333333333333335,75.66666666666667,21.333333333333332
2618,CL13,1,4,Thursday,9,0.0,70.66666666666667,29.333333333333332
2619,CL13,1,4,Thursday,10,3.6666666666666665,70.33333333333333,26.0
2620,CL13,1,4,Thursday,11,11.666666666666666,46.0,42.0
2621,CL13,1,4,Thursday,12,2.0,70.33333333333333,27.666666666666668
2622,CL13,1,4,Thursday,13,3.3333333333333335,73.0,23.333333333333332
2623,CL13,1,4,Thursday,14,2.3333333333333335,77.0,20.666666666666668
2624,CL13,1,4,Thursday,15,3.0,71.66666666666667,25.0
2625,CL13,1,4,Thursday,16,10.333333333333334,66.66666666666667,23.0
2626,CL13,1,4,Thursday,17,4.0,66.33333333333333,30.0
2627,CL13,1,4,Thursday,18,2.0,77.0,20.666666666666668
2628,CL13,1,4,Thursday,19,2.3333333333333335,74.0,23.333333333333332
2629,CL13,1,4,Thursday,20,4.333333333333333,70.33333333333333,25.333333333333332
2630,CL13,1,4,Thursday,21,3.6666666666666665,64.0,32.666666666666664
2631,CL13,1,4,Thursday,22,2.6666666666666665,58.333333333333336,39.0
2632,CL13,1,4,Thursday,23,0.0,62.0,38.0
2633,CL13,1,4,Tuesday,0,0.0,33.0,67.0
2634,CL13,1,4,Tuesday,1,4.4,60.6,35.4
2635,CL13,1,4,Tuesday,2,0.0,66.0,34.0
2636,CL13,1,4,Tuesday,3,5.0,80.2,14.8
2637,CL13,1,4,Tuesday,4,4.0,86.2,9.8
2638,CL13,1,4,Tuesday,5,2.2,82.0,15.8
2639,CL13,1,4,Tuesday,6,2.0,66.4,31.6
2640,CL13,1,4,Tuesday,7,0.0,82.8,17.2
2641,CL13,1,4,Tuesday,8,3.8,74.8,21.4
2642,CL13,1,4,Tuesday,9,4.0,74.0,22.2
2643,CL13,1,4,Tuesday,10,1.4,72.0,26.6
2644,CL13,1,4,Tuesday,11,10.8,60.8,28.2
2645,CL13,1,4,Tuesday,12,4.2,66.4,29.4
2646,CL13,1,4,Tuesday,13,4.0,70.6,25.2
2647,CL13,1,4,Tuesday,14,4.4,71.6,23.8
2648,CL13,1,4,Tuesday,15,1.8,69.2,28.8
2649,CL13,1,4,Tuesday,16,6.2,70.8,23.2
2650,CL13,1,4,Tuesday,17,2.4,67.4,30.2
2651,CL13,1,4,Tuesday,18,2.8,74.6,22.4
2652,CL13,1,4,Tuesday,19,2.4,72.0,25.6
2653,CL13,1,4,Tuesday,20,4.8,69.6,25.4
2654,CL13,1,4,Tuesday,21,5.2,68.2,26.6
2655,CL13,1,4,Tuesday,22,1.4000000000000001,56.4,42.2
2656,CL13,1,4,Tuesday,23,0.0,64.6,35.4
2657,CL13,1,4,Wednesday,0,5.666666666666667,33.333333333333336,61.0
2658,CL13,1,4,Wednesday,1,3.0,72.66666666666667,24.333333333333332
2659,CL13,1,4,Wednesday,2,0.0,81.66666666666667,18.333333333333332
2660,CL13,1,4,Wednesday,3,0.0,80.0,20.0
2661,CL13,1,4,Wednesday,4,0.0,56.0,44.0
2662,CL13,1,4,Wednesday,5,0.0,69.66666666666667,30.333333333333332
2663,CL13,1,4,Wednesday,6,0.0,71.33333333333333,28.666666666666668
2664,CL13,1,4,Wednesday,7,2.6666666666666665,79.0,18.333333333333332
2665,CL13,1,4,Wednesday,8,0.0,79.66666666666667,20.333333333333332
2666,CL13,1,4,Wednesday,9,3.6666666666666665,78.33333333333333,17.666666666666668
2667,CL13,1,4,Wednesday,10,1.0,71.0,28.0
2668,CL13,1,4,Wednesday,11,6.666666666666667,53.666666666666664,39.666666666666664
2669,CL13,1,4,Wednesday,12,5.666666666666667,65.33333333333333,28.666666666666668
2670,CL13,1,4,Wednesday,13,3.3333333333333335,71.0,25.666666666666668
2671,CL13,1,4,Wednesday,14,2.0,75.0,22.666666666666668
2672,CL13,1,4,Wednesday,15,2.6666666666666665,64.66666666666667,32.666666666666664
2673,CL13,1,4,Wednesday,16,5.666666666666667,69.33333333333333,24.666666666666668
2674,CL13,1,4,Wednesday,17,7.333333333333333,70.0,22.666666666666668
2675,CL13,1,4,Wednesday,18,0.0,76.66666666666667,23.333333333333332
2676,CL13,1,4,Wednesday,19,3.0,73.66666666666667,23.666666666666668
2677,CL13,1,4,Wednesday,20,5.0,66.0,29.0
2678,CL13,1,4,Wednesday,21,5.333333333333333,66.0,29.0
2679,CL13,1,4,Wednesday,22,0.0,47.0,53.0
2680,CL13,1,4,Wednesday,23,8.0,52.333333333333336,39.666666666666664
2681,CL13,1,5,Friday,0,0.0,44.6,55.4
2682,CL13,1,5,Friday,1,1.4000000000000001,73.8,24.8
2683,CL13,1,5,Friday,2,0.0,79.6,20.4
2684,CL13,1,5,Friday,3,0.0,70.0,30.0
2685,CL13,1,5,Friday,4,5.8,67.4,26.6
2686,CL13,1,5,Friday,5,0.0,78.6,21.4
2687,CL13,1,5,Friday,6,2.2,61.0,36.8
2688,CL13,1,5,Friday,7,1.6,71.2,27.2
2689,CL13,1,5,Friday,8,2.8,78.8,18.6
2690,CL13,1,5,Friday,9,3.6,73.2,23.6
2691,CL13,1,5,Friday,10,3.6,68.8,27.6
2692,CL13,1,5,Friday,11,8.6,60.8,30.4
2693,CL13,1,5,Friday,12,3.4,70.2,26.2
2694,CL13,1,5,Friday,13,1.3333333333333333,69.33333333333333,29.666666666666668
2695,CL13,1,5,Friday,14,5.25,74.25,20.5
2696,CL13,1,5,Friday,15,2.75,72.25,25.25
2697,CL13,1,5,Friday,16,5.25,72.0,22.5
2698,CL13,1,5,Friday,17,3.25,68.0,28.75
2699,CL13,1,5,Friday,18,2.8,73.4,23.8
2700,CL13,1,5,Friday,19,5.6,66.8,27.6
2701,CL13,1,5,Friday,20,3.2,68.6,28.2
2702,CL13,1,5,Friday,21,7.6,56.6,36.0
2703,CL13,1,5,Friday,22,1.4000000000000001,58.6,40.0
2704,CL13,1,5,Friday,23,1.4000000000000001,52.0,46.6
2705,CL13,1,5,Monday,0,0.0,0.0,100.0
2706,CL13,1,5,Monday,1,0.0,72.25,27.75
2707,CL13,1,5,Monday,2,0.0,66.75,33.25
2708,CL13,1,5,Monday,3,0.0,75.0,25.0
2709,CL13,1,5,Monday,4,11.25,56.25,32.5
2710,CL13,1,5,Monday,5,0.0,95.0,5.0
2711,CL13,1,5,Monday,6,0.0,74.5,25.5
2712,CL13,1,5,Monday,7,3.75,81.0,15.25
