,corridor,direction,month,weekday,hour,pctge_c2g_mean,pctge_c2p_mean,pctge_tractocamiones_mean
4108,CL80,0,1,Sunday,15,0.0,56.5,43.5
4109,CL80,0,1,Sunday,16,0.0,87.5,12.5
4110,CL80,0,1,Sunday,17,0.0,73.5,26.5
4111,CL80,0,1,Sunday,18,0.0,75.0,25.0
4112,CL80,0,1,Sunday,19,0.0,75.0,25.0
4113,CL80,0,1,Sunday,20,10.0,80.0,10.0
4114,CL80,0,1,Sunday,21,0.0,100.0,0.0
4115,CL80,0,1,Sunday,22,0.0,62.5,37.5
4116,CL80,0,1,Sunday,23,0.0,75.0,25.0
4117,CL80,0,1,Thursday,0,0.0,69.33333333333333,30.666666666666668
4118,CL80,0,1,Thursday,1,1.6666666666666667,53.333333333333336,45.0
4119,CL80,0,1,Thursday,2,0.0,66.66666666666667,33.333333333333336
4120,CL80,0,1,Thursday,3,3.0,63.0,34.0
4121,CL80,0,1,Thursday,4,0.0,65.66666666666667,34.333333333333336
4122,CL80,0,1,Thursday,5,0.0,90.0,10.0
4123,CL80,0,1,Thursday,6,0.0,69.66666666666667,30.333333333333332
4124,CL80,0,1,Thursday,7,2.3333333333333335,72.33333333333333,25.333333333333332
4125,CL80,0,1,Thursday,8,1.3333333333333333,67.33333333333333,31.666666666666668
4126,CL80,0,1,Thursday,9,1.0,64.33333333333333,34.333333333333336
4127,CL80,0,1,Thursday,10,2.0,72.0,26.0
4128,CL80,0,1,Thursday,11,11.333333333333334,57.0,31.333333333333332
4129,CL80,0,1,Thursday,12,3.6666666666666665,68.66666666666667,27.666666666666668
4130,CL80,0,1,Thursday,13,1.3333333333333333,82.0,16.666666666666668
4131,CL80,0,1,Thursday,14,5.333333333333333,69.66666666666667,25.0
4132,CL80,0,1,Thursday,15,0.6666666666666666,73.66666666666667,25.666666666666668
4133,CL80,0,1,Thursday,16,3.0,76.33333333333333,21.0
4134,CL80,0,1,Thursday,17,2.0,70.33333333333333,27.333333333333332
4135,CL80,0,1,Thursday,18,2.3333333333333335,75.0,22.666666666666668
4136,CL80,0,1,Thursday,19,3.6666666666666665,64.33333333333333,31.666666666666668
4137,CL80,0,1,Thursday,20,4.0,63.0,33.0
4138,CL80,0,1,Thursday,21,7.0,53.333333333333336,39.666666666666664
4139,CL80,0,1,Thursday,22,0.0,61.666666666666664,38.333333333333336
4140,CL80,0,1,Thursday,23,9.0,70.33333333333333,20.666666666666668
4141,CL80,0,1,Tuesday,0,0.0,44.333333333333336,55.666666666666664
4142,CL80,0,1,Tuesday,1,0.0,52.333333333333336,47.666666666666664
4143,CL80,0,1,Tuesday,2,0.0,49.0,51.0
4144,CL80,0,1,Tuesday,3,0.0,87.5,12.5
4145,CL80,0,1,Tuesday,4,0.0,78.5,21.5
4146,CL80,0,1,Tuesday,5,2.6666666666666665,81.66666666666667,15.333333333333334
4147,CL80,0,1,Tuesday,6,0.0,88.33333333333333,11.666666666666666
4148,CL80,0,1,Tuesday,7,0.0,59.333333333333336,40.666666666666664
4149,CL80,0,1,Tuesday,8,4.5,71.0,24.5
4150,CL80,0,1,Tuesday,9,1.0,85.33333333333333,14.0
4151,CL80,0,1,Tuesday,10,1.0,72.0,27.0
4152,CL80,0,1,Tuesday,11,6.0,71.66666666666667,22.666666666666668
4153,CL80,0,1,Tuesday,12,2.3333333333333335,81.33333333333333,16.666666666666668
4154,CL80,0,1,Tuesday,13,2.0,68.33333333333333,29.666666666666668
4155,CL80,0,1,Tuesday,14,3.6666666666666665,84.0,12.333333333333334
4156,CL80,0,1,Tuesday,15,0.6666666666666666,77.0,22.0
4157,CL80,0,1,Tuesday,16,10.0,66.5,24.0
4158,CL80,0,1,Tuesday,17,1.5,73.0,25.5
4159,CL80,0,1,Tuesday,18,0.0,75.5,24.5
4160,CL80,0,1,Tuesday,19,4.5,59.0,36.0
4161,CL80,0,1,Tuesday,20,3.0,75.5,21.0
4162,CL80,0,1,Tuesday,21,13.0,46.5,40.0
4163,CL80,0,1,Tuesday,22,0.0,50.5,49.5
4164,CL80,0,1,Tuesday,23,0.0,62.5,37.5
4165,CL80,0,1,Wednesday,0,0.0,50.0,50.0
4166,CL80,0,1,Wednesday,1,10.5,70.5,19.5
4167,CL80,0,1,Wednesday,2,0.0,62.5,37.5
4168,CL80,0,1,Wednesday,3,0.0,58.0,42.0
4169,CL80,0,1,Wednesday,4,0.0,58.5,41.5
4170,CL80,0,1,Wednesday,5,9.5,76.5,14.0
4171,CL80,0,1,Wednesday,6,0.0,69.0,31.0
4172,CL80,0,1,Wednesday,7,4.0,84.0,12.5
4173,CL80,0,1,Wednesday,8,0.0,82.0,18.0
4174,CL80,0,1,Wednesday,9,3.0,78.5,18.5
4175,CL80,0,1,Wednesday,10,4.5,73.0,22.5
4176,CL80,0,1,Wednesday,11,9.0,61.0,30.0
4177,CL80,0,1,Wednesday,12,2.3333333333333335,69.0,28.666666666666668
4178,CL80,0,1,Wednesday,13,2.0,76.66666666666667,21.0
4179,CL80,0,1,Wednesday,14,2.6666666666666665,65.33333333333333,32.333333333333336
4180,CL80,0,1,Wednesday,15,1.0,73.33333333333333,25.333333333333332
4181,CL80,0,1,Wednesday,16,5.0,72.66666666666667,22.333333333333332
4182,CL80,0,1,Wednesday,17,5.666666666666667,76.33333333333333,17.333333333333332
4183,CL80,0,1,Wednesday,18,2.0,66.0,31.666666666666668
4184,CL80,0,1,Wednesday,19,5.666666666666667,62.333333333333336,32.0
4185,CL80,0,1,Wednesday,20,0.0,70.0,30.0
4186,CL80,0,1,Wednesday,21,5.333333333333333,52.333333333333336,42.333333333333336
4187,CL80,0,1,Wednesday,22,0.0,47.666666666666664,52.333333333333336
4188,CL80,0,1,Wednesday,23,3.0,64.66666666666667,32.333333333333336
4189,CL80,0,2,Friday,0,0.0,72.5,27.5
4190,CL80,0,2,Friday,1,0.0,68.0,32.0
4191,CL80,0,2,Friday,2,0.0,63.75,36.25
4192,CL80,0,2,Friday,3,0.0,76.0,24.0
4193,CL80,0,2,Friday,4,2.5,56.25,41.25
4194,CL80,0,2,Friday,5,0.0,76.0,24.0
4195,CL80,0,2,Friday,6,0.0,74.75,25.25
4196,CL80,0,2,Friday,7,0.0,78.5,21.5
4197,CL80,0,2,Friday,8,1.0,76.75,22.25
4198,CL80,0,2,Friday,9,3.5,78.75,17.5
4199,CL80,0,2,Friday,10,2.25,74.75,22.75
4200,CL80,0,2,Friday,11,9.75,54.75,35.5
4201,CL80,0,2,Friday,12,5.0,67.0,28.5
4202,CL80,0,2,Friday,13,3.25,73.25,23.75
4203,CL80,0,2,Friday,14,3.0,68.25,29.0
4204,CL80,0,2,Friday,15,0.0,69.5,30.5
4205,CL80,0,2,Friday,16,5.0,66.5,28.5
4206,CL80,0,2,Friday,17,1.0,74.75,24.25
4207,CL80,0,2,Friday,18,3.75,72.75,23.75
4208,CL80,0,2,Friday,19,2.25,58.25,39.5
4209,CL80,0,2,Friday,20,4.25,59.0,36.75
4210,CL80,0,2,Friday,21,8.75,56.75,34.75
4211,CL80,0,2,Friday,22,3.25,60.25,36.5
4212,CL80,0,2,Friday,23,5.25,56.25,38.5
4213,CL80,0,2,Monday,0,0.0,66.5,33.5
4214,CL80,0,2,Monday,1,13.333333333333334,70.0,16.666666666666668
4215,CL80,0,2,Monday,2,0.0,85.0,15.0
4216,CL80,0,2,Monday,3,0.0,87.25,12.75
4217,CL80,0,2,Monday,4,0.0,66.5,33.5
4218,CL80,0,2,Monday,5,0.0,88.75,11.25
4219,CL80,0,2,Monday,6,0.0,73.5,26.5
4220,CL80,0,2,Monday,7,2.0,91.75,6.5
4221,CL80,0,2,Monday,8,5.0,74.5,20.5
4222,CL80,0,2,Monday,9,3.25,79.0,17.5
4223,CL80,0,2,Monday,10,4.0,67.75,28.25
4224,CL80,0,2,Monday,11,12.5,52.25,35.5
4225,CL80,0,2,Monday,12,4.5,69.0,26.25
4226,CL80,0,2,Monday,13,1.5,73.25,25.25
4227,CL80,0,2,Monday,14,1.0,77.25,21.75
4228,CL80,0,2,Monday,15,1.25,71.5,27.25
4229,CL80,0,2,Monday,16,3.75,67.0,29.0
4230,CL80,0,2,Monday,17,4.5,64.5,30.5
4231,CL80,0,2,Monday,18,6.25,69.5,24.25
4232,CL80,0,2,Monday,19,4.333333333333333,66.0,29.666666666666668
4233,CL80,0,2,Monday,20,2.0,68.25,29.75
4234,CL80,0,2,Monday,21,4.75,50.75,44.5
4235,CL80,0,2,Monday,22,2.25,51.0,46.5
4236,CL80,0,2,Monday,23,5.0,56.75,38.25
4237,CL80,0,2,Saturday,0,0.0,75.0,25.0
4238,CL80,0,2,Saturday,1,6.25,85.25,8.25
4239,CL80,0,2,Saturday,2,0.0,61.5,38.5
4240,CL80,0,2,Saturday,3,0.0,93.0,7.000000000000001
4241,CL80,0,2,Saturday,4,0.0,66.0,34.0
4242,CL80,0,2,Saturday,5,0.0,74.75,25.25
4243,CL80,0,2,Saturday,6,8.5,62.5,28.75
4244,CL80,0,2,Saturday,7,4.25,69.75,26.0
4245,CL80,0,2,Saturday,8,4.5,78.25,17.25
4246,CL80,0,2,Saturday,9,2.75,70.75,26.75
4247,CL80,0,2,Saturday,10,5.25,71.25,24.25
4248,CL80,0,2,Saturday,11,11.25,60.0,29.0
4249,CL80,0,2,Saturday,12,2.0,74.25,23.75
4250,CL80,0,2,Saturday,13,0.0,74.5,25.5
4251,CL80,0,2,Saturday,14,1.75,87.5,10.75
4252,CL80,0,2,Saturday,15,4.25,76.5,19.25
4253,CL80,0,2,Saturday,16,4.0,74.25,22.0
4254,CL80,0,2,Saturday,17,4.25,72.5,23.5
4255,CL80,0,2,Saturday,18,4.5,69.25,26.5
4256,CL80,0,2,Saturday,19,1.7500000000000002,64.75,33.5
4257,CL80,0,2,Saturday,20,1.0,78.75,20.25
4258,CL80,0,2,Saturday,21,8.25,66.75,25.0
4259,CL80,0,2,Saturday,22,3.0,53.0,44.0
4260,CL80,0,2,Saturday,23,8.0,70.5,21.25
4261,CL80,0,2,Sunday,0,0.0,75.0,25.0
4262,CL80,0,2,Sunday,1,0.0,83.33333333333333,16.666666666666668
4263,CL80,0,2,Sunday,2,0.0,50.0,50.0
4264,CL80,0,2,Sunday,3,0.0,66.75,33.25
4265,CL80,0,2,Sunday,4,0.0,39.25,60.75
4266,CL80,0,2,Sunday,5,0.0,50.0,50.0
4267,CL80,0,2,Sunday,6,17.666666666666668,64.66666666666667,17.666666666666668
4268,CL80,0,2,Sunday,7,8.5,45.75,45.75
4269,CL80,0,2,Sunday,8,0.0,58.25,41.75
4270,CL80,0,2,Sunday,9,5.0,67.5,27.5
4271,CL80,0,2,Sunday,10,0.0,58.25,41.75
4272,CL80,0,2,Sunday,11,13.0,48.333333333333336,39.0
4273,CL80,0,2,Sunday,12,4.5,59.25,36.25
4274,CL80,0,2,Sunday,13,0.0,69.25,30.75
4275,CL80,0,2,Sunday,14,3.0,87.5,9.25
4276,CL80,0,2,Sunday,15,4.75,59.75,35.75
4277,CL80,0,2,Sunday,16,5.666666666666667,87.66666666666667,6.666666666666667
4278,CL80,0,2,Sunday,17,0.0,50.0,50.0
4279,CL80,0,2,Sunday,18,0.0,61.0,39.0
4280,CL80,0,2,Sunday,19,0.0,66.66666666666667,33.333333333333336
4281,CL80,0,2,Sunday,20,0.0,100.0,0.0
4282,CL80,0,2,Sunday,21,0.0,100.0,0.0
4283,CL80,0,2,Sunday,22,0.0,89.0,11.0
4284,CL80,0,2,Sunday,23,0.0,25.0,75.0
4285,CL80,0,2,Thursday,0,0.0,47.5,52.5
4286,CL80,0,2,Thursday,1,0.0,66.5,33.5
4287,CL80,0,2,Thursday,2,0.0,60.0,40.0
4288,CL80,0,2,Thursday,3,0.0,72.75,27.25
4289,CL80,0,2,Thursday,4,5.75,62.25,32.0
4290,CL80,0,2,Thursday,5,3.5000000000000004,82.5,13.75
4291,CL80,0,2,Thursday,6,1.7500000000000002,67.75,30.5
4292,CL80,0,2,Thursday,7,2.0,84.0,14.0
4293,CL80,0,2,Thursday,8,3.25,76.5,20.5
4294,CL80,0,2,Thursday,9,0.75,75.5,23.75
4295,CL80,0,2,Thursday,10,2.25,69.75,28.0
4296,CL80,0,2,Thursday,11,12.5,51.5,36.0
4297,CL80,0,2,Thursday,12,1.3333333333333333,74.0,25.0
4298,CL80,0,2,Thursday,13,2.25,73.5,24.25
4299,CL80,0,2,Thursday,14,1.25,75.0,23.75
4300,CL80,0,2,Thursday,15,2.5,73.5,24.25
4301,CL80,0,2,Thursday,16,6.0,70.5,23.5
4302,CL80,0,2,Thursday,17,4.25,72.25,24.0
4303,CL80,0,2,Thursday,18,0.0,76.75,23.25
4304,CL80,0,2,Thursday,19,4.25,66.5,28.75
4305,CL80,0,2,Thursday,20,5.25,70.75,23.75
4306,CL80,0,2,Thursday,21,7.5,53.25,39.0
4307,CL80,0,2,Thursday,22,2.0,58.75,39.25
4308,CL80,0,2,Thursday,23,1.7500000000000002,68.5,29.5
4309,CL80,0,2,Tuesday,0,0.0,26.75,73.25
4310,CL80,0,2,Tuesday,1,0.0,67.0,33.0
4311,CL80,0,2,Tuesday,2,5.0,60.0,35.0
4312,CL80,0,2,Tuesday,3,0.0,91.75,8.25
4313,CL80,0,2,Tuesday,4,2.25,68.0,29.75
4314,CL80,0,2,Tuesday,5,2.25,78.5,19.25
4315,CL80,0,2,Tuesday,6,0.0,73.25,26.75
4316,CL80,0,2,Tuesday,7,1.5,82.0,16.5
4317,CL80,0,2,Tuesday,8,0.0,73.75,26.25
4318,CL80,0,2,Tuesday,9,0.75,83.5,15.75
4319,CL80,0,2,Tuesday,10,4.25,67.75,27.5
4320,CL80,0,2,Tuesday,11,9.25,61.25,29.75
4321,CL80,0,2,Tuesday,12,3.75,68.0,28.25
4322,CL80,0,2,Tuesday,13,0.5,77.0,22.5
4323,CL80,0,2,Tuesday,14,3.0,76.33333333333333,20.333333333333332
4324,CL80,0,2,Tuesday,15,1.25,77.5,21.25
4325,CL80,0,2,Tuesday,16,6.75,69.25,24.0
4326,CL80,0,2,Tuesday,17,3.75,73.5,22.75
4327,CL80,0,2,Tuesday,18,0.5,70.75,28.75
4328,CL80,0,2,Tuesday,19,1.75,66.0,32.0
4329,CL80,0,2,Tuesday,20,3.0,70.75,26.25
4330,CL80,0,2,Tuesday,21,10.75,54.5,35.0
4331,CL80,0,2,Tuesday,22,0.0,66.75,33.25
4332,CL80,0,2,Tuesday,23,0.0,67.75,32.25
4333,CL80,0,2,Wednesday,0,0.0,56.0,44.0
4334,CL80,0,2,Wednesday,1,10.25,59.5,30.5
4335,CL80,0,2,Wednesday,2,0.0,80.0,20.0
4336,CL80,0,2,Wednesday,3,0.0,80.5,19.5
4337,CL80,0,2,Wednesday,4,0.0,55.5,44.5
4338,CL80,0,2,Wednesday,5,0.0,71.75,28.25
4339,CL80,0,2,Wednesday,6,0.0,69.5,30.5
4340,CL80,0,2,Wednesday,7,0.0,80.75,19.25
4341,CL80,0,2,Wednesday,8,0.75,81.25,18.0
4342,CL80,0,2,Wednesday,9,1.5,78.25,20.25
4343,CL80,0,2,Wednesday,10,3.25,66.5,30.5
4344,CL80,0,2,Wednesday,11,7.75,63.5,29.25
4345,CL80,0,2,Wednesday,12,3.5,66.25,30.25
4346,CL80,0,2,Wednesday,13,2.25,73.0,24.75
4347,CL80,0,2,Wednesday,14,3.25,80.0,17.0
4348,CL80,0,2,Wednesday,15,2.75,77.0,20.25
4349,CL80,0,2,Wednesday,16,3.25,74.5,22.5
4350,CL80,0,2,Wednesday,17,2.75,83.5,14.0
4351,CL80,0,2,Wednesday,18,2.25,72.0,25.75
4352,CL80,0,2,Wednesday,19,4.666666666666667,70.33333333333333,25.0
4353,CL80,0,2,Wednesday,20,6.25,63.0,31.25
4354,CL80,0,2,Wednesday,21,7.25,49.75,43.5
4355,CL80,0,2,Wednesday,22,0.0,63.5,36.5
4356,CL80,0,2,Wednesday,23,2.0,72.0,26.0
4357,CL80,0,3,Friday,0,0.0,45.0,55.0
4358,CL80,0,3,Friday,1,5.2,73.2,21.6
4359,CL80,0,3,Friday,2,0.0,68.4,31.6
4360,CL80,0,3,Friday,3,0.0,85.0,15.0
4361,CL80,0,3,Friday,4,0.0,57.8,42.2
4362,CL80,0,3,Friday,5,0.0,74.4,25.6
4363,CL80,0,3,Friday,6,2.0,79.4,18.6
4364,CL80,0,3,Friday,7,0.0,78.2,21.8
4365,CL80,0,3,Friday,8,3.8,77.0,18.8
4366,CL80,0,3,Friday,9,1.8,80.2,18.0
4367,CL80,0,3,Friday,10,2.6,68.8,28.4
4368,CL80,0,3,Friday,11,10.25,62.0,27.75
4369,CL80,0,3,Friday,12,4.4,69.6,25.8
4370,CL80,0,3,Friday,13,5.0,75.0,19.6
4371,CL80,0,3,Friday,14,1.4000000000000001,80.6,18.0
4372,CL80,0,3,Friday,15,3.6,72.6,23.6
4373,CL80,0,3,Friday,16,5.6,71.2,23.0
4374,CL80,0,3,Friday,17,4.4,71.0,24.2
4375,CL80,0,3,Friday,18,0.6,73.8,25.6
4376,CL80,0,3,Friday,19,4.4,62.2,33.2
4377,CL80,0,3,Friday,20,5.6,64.0,30.4
4378,CL80,0,3,Friday,21,3.4,61.6,35.2
4379,CL80,0,3,Friday,22,0.0,51.6,48.4
4380,CL80,0,3,Friday,23,2.2,61.0,36.6
4381,CL80,0,3,Monday,0,0.0,75.0,25.0
4382,CL80,0,3,Monday,1,4.5,63.75,31.75
4383,CL80,0,3,Monday,2,0.0,83.33333333333333,16.666666666666668
4384,CL80,0,3,Monday,3,15.5,70.75,13.75
4385,CL80,0,3,Monday,4,0.0,71.5,28.5
4386,CL80,0,3,Monday,5,0.0,95.33333333333333,4.666666666666667
4387,CL80,0,3,Monday,6,2.75,80.75,16.5
4388,CL80,0,3,Monday,7,0.0,74.0,26.0
4389,CL80,0,3,Monday,8,5.0,82.5,12.5
4390,CL80,0,3,Monday,9,4.25,60.5,35.25
4391,CL80,0,3,Monday,10,1.0,77.25,22.0
4392,CL80,0,3,Monday,11,8.0,62.25,29.5
4393,CL80,0,3,Monday,12,4.25,67.25,28.0
4394,CL80,0,3,Monday,13,2.0,72.5,25.5
4395,CL80,0,3,Monday,14,2.0,77.5,20.5
4396,CL80,0,3,Monday,15,2.0,68.0,29.75
4397,CL80,0,3,Monday,16,3.25,77.5,19.25
4398,CL80,0,3,Monday,17,2.5,62.25,35.5
4399,CL80,0,3,Monday,18,1.0,81.25,17.75
4400,CL80,0,3,Monday,19,5.666666666666667,59.666666666666664,35.0
4401,CL80,0,3,Monday,20,3.25,66.5,30.25
4402,CL80,0,3,Monday,21,7.0,66.0,27.0
4403,CL80,0,3,Monday,22,0.0,70.5,29.5
4404,CL80,0,3,Monday,23,0.0,42.333333333333336,57.666666666666664
4405,CL80,0,3,Saturday,0,0.0,31.6,68.4
4406,CL80,0,3,Saturday,1,2.2,68.0,29.8
4407,CL80,0,3,Saturday,2,0.0,68.4,31.6
4408,CL80,0,3,Saturday,3,0.0,83.4,16.6
4409,CL80,0,3,Saturday,4,2.0,65.0,33.0
4410,CL80,0,3,Saturday,5,4.0,74.6,21.4
4411,CL80,0,3,Saturday,6,3.8,82.8,13.4
4412,CL80,0,3,Saturday,7,2.8000000000000003,80.0,17.4
4413,CL80,0,3,Saturday,8,3.4,78.2,18.6
4414,CL80,0,3,Saturday,9,2.4,73.2,24.4
4415,CL80,0,3,Saturday,10,2.8,73.0,24.0
4416,CL80,0,3,Saturday,11,6.75,69.25,24.25
4417,CL80,0,3,Saturday,12,3.0,68.75,27.75
4418,CL80,0,3,Saturday,13,0.75,77.5,21.75
4419,CL80,0,3,Saturday,14,1.8,78.6,20.0
4420,CL80,0,3,Saturday,15,0.8,75.6,23.4
4421,CL80,0,3,Saturday,16,5.8,68.8,25.4
4422,CL80,0,3,Saturday,17,2.0,76.4,21.4
4423,CL80,0,3,Saturday,18,1.8,75.2,23.0
4424,CL80,0,3,Saturday,19,0.0,65.4,34.6
4425,CL80,0,3,Saturday,20,2.8,77.4,19.8
4426,CL80,0,3,Saturday,21,3.0,56.2,40.8
4427,CL80,0,3,Saturday,22,4.0,72.6,23.4
4428,CL80,0,3,Saturday,23,0.0,88.4,11.6
4429,CL80,0,3,Sunday,0,16.666666666666668,22.0,61.333333333333336
4430,CL80,0,3,Sunday,1,0.0,80.0,20.0
4431,CL80,0,3,Sunday,2,0.0,58.25,41.75
4432,CL80,0,3,Sunday,3,0.0,93.4,6.6
4433,CL80,0,3,Sunday,4,0.0,49.8,50.2
4434,CL80,0,3,Sunday,5,0.0,61.0,39.0
4435,CL80,0,3,Sunday,6,0.0,70.0,30.0
4436,CL80,0,3,Sunday,7,6.6,76.6,16.6
4437,CL80,0,3,Sunday,8,0.0,100.0,0.0
4438,CL80,0,3,Sunday,9,4.0,71.0,25.0
4439,CL80,0,3,Sunday,10,7.4,68.2,24.4
4440,CL80,0,3,Sunday,11,0.0,67.4,32.6
4441,CL80,0,3,Sunday,12,2.6,65.2,32.2
4442,CL80,0,3,Sunday,13,2.0,74.0,24.0
4443,CL80,0,3,Sunday,14,2.4,72.4,25.0
4444,CL80,0,3,Sunday,15,1.6,80.0,18.4
4445,CL80,0,3,Sunday,16,6.8,72.6,20.6
4446,CL80,0,3,Sunday,17,0.0,76.6,23.4
4447,CL80,0,3,Sunday,18,0.0,88.4,11.6
4448,CL80,0,3,Sunday,19,0.0,71.0,29.0
4449,CL80,0,3,Sunday,20,0.0,49.6,50.4
4450,CL80,0,3,Sunday,21,8.25,62.5,29.25
4451,CL80,0,3,Sunday,22,6.6,78.4,15.0
4452,CL80,0,3,Sunday,23,0.0,33.333333333333336,66.66666666666667
4453,CL80,0,3,Thursday,0,0.0,50.0,50.0
4454,CL80,0,3,Thursday,1,4.5,73.25,22.25
4455,CL80,0,3,Thursday,2,0.0,55.5,44.5
4456,CL80,0,3,Thursday,3,2.75,74.25,23.0
4457,CL80,0,3,Thursday,4,0.0,81.25,18.75
4458,CL80,0,3,Thursday,5,0.0,82.0,18.0
4459,CL80,0,3,Thursday,6,2.0,69.25,28.75
4460,CL80,0,3,Thursday,7,0.0,79.0,21.0
4461,CL80,0,3,Thursday,8,0.0,78.25,21.75
4462,CL80,0,3,Thursday,9,0.0,68.75,31.25
4463,CL80,0,3,Thursday,10,3.5,72.0,24.75
4464,CL80,0,3,Thursday,11,10.5,61.0,28.5
4465,CL80,0,3,Thursday,12,2.75,69.5,27.75
4466,CL80,0,3,Thursday,13,3.25,76.75,20.0
4467,CL80,0,3,Thursday,14,2.5,75.75,21.5
4468,CL80,0,3,Thursday,15,2.0,76.0,22.0
4469,CL80,0,3,Thursday,16,8.75,74.75,16.75
4470,CL80,0,3,Thursday,17,2.5,72.75,24.75
4471,CL80,0,3,Thursday,18,4.25,70.5,25.25
4472,CL80,0,3,Thursday,19,2.75,60.25,37.0
4473,CL80,0,3,Thursday,20,5.5,73.0,22.0
4474,CL80,0,3,Thursday,21,1.25,70.75,27.75
4475,CL80,0,3,Thursday,22,3.0,54.75,42.5
4476,CL80,0,3,Thursday,23,0.0,66.5,33.5
4477,CL80,0,3,Tuesday,0,20.75,33.25,45.75
4478,CL80,0,3,Tuesday,1,0.0,80.0,20.0
4479,CL80,0,3,Tuesday,2,0.0,77.0,23.0
4480,CL80,0,3,Tuesday,3,0.0,92.5,7.5
4481,CL80,0,3,Tuesday,4,0.0,91.5,8.5
4482,CL80,0,3,Tuesday,5,0.0,79.5,20.5
4483,CL80,0,3,Tuesday,6,4.0,68.5,27.5
4484,CL80,0,3,Tuesday,7,3.5000000000000004,85.5,11.0
4485,CL80,0,3,Tuesday,8,2.5,73.5,24.25
4486,CL80,0,3,Tuesday,9,2.5,77.5,20.0
4487,CL80,0,3,Tuesday,10,0.75,68.75,30.5
4488,CL80,0,3,Tuesday,11,12.5,50.25,37.0
4489,CL80,0,3,Tuesday,12,4.25,67.75,28.25
4490,CL80,0,3,Tuesday,13,1.75,74.5,23.5
4491,CL80,0,3,Tuesday,14,2.75,67.75,29.25
4492,CL80,0,3,Tuesday,15,2.5,68.5,29.0
4493,CL80,0,3,Tuesday,16,7.5,76.5,16.0
4494,CL80,0,3,Tuesday,17,4.5,66.0,29.5
4495,CL80,0,3,Tuesday,18,3.5,79.5,16.5
4496,CL80,0,3,Tuesday,19,1.25,71.25,27.25
4497,CL80,0,3,Tuesday,20,2.5,74.75,22.75
4498,CL80,0,3,Tuesday,21,10.0,56.75,33.5
4499,CL80,0,3,Tuesday,22,1.7500000000000002,52.5,45.75
4500,CL80,0,3,Tuesday,23,0.0,61.5,38.5
4501,CL80,0,3,Wednesday,0,33.25,13.25,53.5
4502,CL80,0,3,Wednesday,1,2.0,80.25,17.75
4503,CL80,0,3,Wednesday,2,0.0,87.5,12.5
4504,CL80,0,3,Wednesday,3,0.0,92.25,7.75
4505,CL80,0,3,Wednesday,4,2.25,50.75,47.0
4506,CL80,0,3,Wednesday,5,0.0,73.0,27.0
4507,CL80,0,3,Wednesday,6,2.25,74.25,23.5
4508,CL80,0,3,Wednesday,7,3.75,76.25,19.75
4509,CL80,0,3,Wednesday,8,1.7500000000000002,77.25,21.25
4510,CL80,0,3,Wednesday,9,4.0,69.75,26.25
4511,CL80,0,3,Wednesday,10,2.75,66.75,30.25
4512,CL80,0,3,Wednesday,11,6.5,59.5,33.75
4513,CL80,0,3,Wednesday,12,6.75,66.25,27.0
4514,CL80,0,3,Wednesday,13,3.0,73.75,23.25
4515,CL80,0,3,Wednesday,14,1.5,75.25,23.5
4516,CL80,0,3,Wednesday,15,3.75,71.75,24.5
4517,CL80,0,3,Wednesday,16,4.75,71.0,24.25
4518,CL80,0,3,Wednesday,17,4.75,75.75,19.75
4519,CL80,0,3,Wednesday,18,4.5,68.5,26.5
4520,CL80,0,3,Wednesday,19,2.75,66.0,31.25
4521,CL80,0,3,Wednesday,20,6.75,68.5,25.0
4522,CL80,0,3,Wednesday,21,6.75,58.75,34.75
4523,CL80,0,3,Wednesday,22,5.25,50.0,44.75
4524,CL80,0,3,Wednesday,23,0.0,37.5,62.5
4525,CL80,0,4,Friday,0,5.666666666666667,33.333333333333336,61.333333333333336
4526,CL80,0,4,Friday,1,2.3333333333333335,74.0,23.666666666666668
4527,CL80,0,4,Friday,2,0.0,58.333333333333336,41.666666666666664
4528,CL80,0,4,Friday,3,8.333333333333334,63.333333333333336,28.333333333333332
4529,CL80,0,4,Friday,4,0.0,57.666666666666664,42.333333333333336
4530,CL80,0,4,Friday,5,0.0,72.66666666666667,27.333333333333332
4531,CL80,0,4,Friday,6,3.3333333333333335,73.0,23.666666666666668
4532,CL80,0,4,Friday,7,4.666666666666667,77.33333333333333,18.0
4533,CL80,0,4,Friday,8,0.0,73.0,27.0
4534,CL80,0,4,Friday,9,2.3333333333333335,69.66666666666667,28.0
4535,CL80,0,4,Friday,10,3.0,69.0,27.666666666666668
4536,CL80,0,4,Friday,11,13.666666666666666,60.0,26.333333333333332
4537,CL80,0,4,Friday,12,6.333333333333333,68.0,26.0
4538,CL80,0,4,Friday,13,1.0,75.33333333333333,23.666666666666668
4539,CL80,0,4,Friday,14,4.666666666666667,76.66666666666667,18.666666666666668
4540,CL80,0,4,Friday,15,4.0,73.0,23.0
4541,CL80,0,4,Friday,16,5.333333333333333,73.0,21.333333333333332
4542,CL80,0,4,Friday,17,2.0,81.0,17.0
4543,CL80,0,4,Friday,18,3.3333333333333335,71.33333333333333,25.333333333333332
4544,CL80,0,4,Friday,19,1.3333333333333333,69.66666666666667,29.0
4545,CL80,0,4,Friday,20,2.3333333333333335,69.0,28.666666666666668
4546,CL80,0,4,Friday,21,7.0,63.333333333333336,29.333333333333332
4547,CL80,0,4,Friday,22,0.0,44.333333333333336,55.666666666666664
