codigo_siniestro,fecha,hora,gravedad,clase,choque_con,objeto_fijo,direccion,total_muertos,total_heridos,localidad,diseno_lugar,corredor,direcc_1,ciudad,pais,ciclista,conductor,motociclista,pasajero,peaton,total_condicion,herido,ileso,muerto,sin_informacion_x,total_estado,femenino,masculino,total_sexo,automovil,bicicleta,bus,buseta,camion_furgon,camioneta,campero,cuatrimoto,microbus,motocarro,motocicleta,motociclo,tractocamion,volqueta,total_clase,diplomatico,oficial,particular,publico,total_servicio,first_codc,codigo_causa,descripcion,direcc_2,direcc_3,direcc_copl,hora_1,lat,lon,year_month,year,month,day,hour,sentido,dia,carga_S/N,accidents_road_1_cl13,accidents_road_1_cl80
4416919,30/06/2015,13:20:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 25 11,0,0,Los Mártires,Interseccion,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,25,11,Avenida Calle 13 # 25 11 Bogotá Colombia,6/11/2020 13:20,4.6262505,-74.1054858,2015-06,2015,6,Tuesday,13,west_east,Martes,0,FALSE,FALSE
4416950,30/06/2015,8:50:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 69 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,69,2,Avenida Calle 13 # 69 02 Bogotá Colombia,6/11/2020 8:50,4.6262505,-74.1054858,2015-06,2015,6,Tuesday,8,east_west,Martes,1,FALSE,FALSE
4416979,30/06/2015,8:15:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 69 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,69,2,Avenida Calle 13 # 69 02 Bogotá Colombia,6/11/2020 8:15,4.6262505,-74.1054858,2015-06,2015,6,Tuesday,8,east_west,Martes,1,FALSE,FALSE
4417134,7/02/2015,14:15:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 53 02,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,4,0,0,0,4,0,4,0,0,4,0,4,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,3,4,157,157,OTRA,53,2,Avenida Calle 13 # 53 02 Bogotá Colombia,6/11/2020 14:15,4.6262505,-74.1054858,2015-02,2015,2,Saturday,14,east_west,Sabado,1,FALSE,FALSE
4417185,7/04/2015,0:10:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 68D 02,0,1,Fontibón,Interseccion,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,1,1,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,157,157,OTRA,68D,2,Avenida Calle 13 # 68D 02 Bogotá Colombia,6/11/2020 0:10,4.6262505,-74.1054858,2015-04,2015,4,Tuesday,0,east_west,Martes,0,FALSE,FALSE
4417427,7/05/2015,19:30:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 113 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,132,132,NO RESPETAR PRELACIÓN,113,2,Avenida Calle 13 # 113 02 Bogotá Colombia,6/11/2020 19:30,4.6262505,-74.1054858,2015-05,2015,5,Thursday,19,east_west,Jueves,1,FALSE,FALSE
4417383,7/05/2015,23:20:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 93 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,115,115,EMBRIAGUEZ O DROGA,93,2,Avenida Calle 13 # 93 02 Bogotá Colombia,6/11/2020 23:20,4.6417597,-74.1234951,2015-05,2015,5,Thursday,23,east_west,Jueves,0,FALSE,FALSE
4417547,7/07/2015,21:30:00,Solo Daños,Choque,Objeto Fijo,Barandas,AC 13-KR 39 02,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,139,139,IMPERICIA EN EL MANEJO,39,2,Avenida Calle 13 # 39 02 Bogotá Colombia,6/11/2020 21:30,4.6262505,-74.1054858,2015-07,2015,7,Tuesday,21,east_west,Martes,0,FALSE,FALSE
4417738,7/09/2015,9:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 70 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,103,103,ADELANTAR CERRANDO,70,2,Avenida Calle 13 # 70 02 Bogotá Colombia,6/11/2020 9:00,4.6262505,-74.1054858,2015-09,2015,9,Monday,9,east_west,Lunes,1,FALSE,FALSE
4418203,14/07/2015,18:00:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 65A 83,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,1,0,0,2,1,1,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,2,157,157,OTRA,65A,83,Avenida Calle 13 # 65A 83 Bogotá Colombia,6/11/2020 18:00,4.62344,-74.1019613,2015-07,2015,7,Tuesday,18,west_east,Martes,0,FALSE,FALSE
4418407,16/07/2015,16:45:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 86 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,86,2,Avenida Calle 13 # 86 02 Bogotá Colombia,6/11/2020 16:45,4.6262505,-74.1054858,2015-07,2015,7,Thursday,16,east_west,Jueves,1,FALSE,FALSE
4418627,17/07/2015,7:35:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 65 02,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,65,2,Avenida Calle 13 # 65 02 Bogotá Colombia,6/11/2020 7:35,4.6262505,-74.1054858,2015-07,2015,7,Friday,7,east_west,Viernes,0,FALSE,FALSE
4418428,17/07/2015,17:20:00,Con Heridos,Atropello,,,AC 13-KR 47 12,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,0,0,1,2,1,1,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,411,411,OTRAS,47,12,Avenida Calle 13 # 47 12 Bogotá Colombia,6/11/2020 17:20,4.6262505,-74.1054858,2015-07,2015,7,Friday,17,east_west,Viernes,0,FALSE,FALSE
4418449,17/07/2015,13:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 72 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,72,2,Avenida Calle 13 # 72 02 Bogotá Colombia,6/11/2020 13:00,4.6262505,-74.1054858,2015-07,2015,7,Friday,13,east_west,Viernes,1,FALSE,FALSE
4418746,18/07/2015,21:31:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 19 02,0,0,Los Mártires,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,139,139,IMPERICIA EN EL MANEJO,19,2,Avenida Calle 13 # 19 02 Bogotá Colombia,6/11/2020 21:31,4.6262505,-74.1054858,2015-07,2015,7,Saturday,21,east_west,Sabado,0,FALSE,FALSE
4418702,19/07/2015,21:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 72 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,104,104,ADELANTAR INVADIENDO VIA,72,2,Avenida Calle 13 # 72 02 Bogotá Colombia,6/11/2020 21:00,4.6262505,-74.1054858,2015-07,2015,7,Sunday,21,east_west,Domingo,0,FALSE,FALSE
4418873,21/07/2015,18:30:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 68A 45,0,1,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,1,0,0,2,1,1,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,68A,45,Avenida Calle 13 # 68A 45 Bogotá Colombia,6/11/2020 18:30,4.6262505,-74.1054858,2015-07,2015,7,Tuesday,18,west_east,Martes,0,FALSE,FALSE
4419184,24/07/2015,17:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 65 02,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,103,103,ADELANTAR CERRANDO,65,2,Avenida Calle 13 # 65 02 Bogotá Colombia,6/11/2020 17:00,4.6262505,-74.1054858,2015-07,2015,7,Friday,17,east_west,Viernes,0,FALSE,FALSE
4419333,25/07/2015,15:15:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 65 02,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,65,2,Avenida Calle 13 # 65 02 Bogotá Colombia,6/11/2020 15:15,4.6262505,-74.1054858,2015-07,2015,7,Saturday,15,east_west,Sabado,0,FALSE,FALSE
4419419,27/07/2015,16:30:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 50 83,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,157,157,OTRA,50,83,Avenida Calle 13 # 50 83 Bogotá Colombia,6/11/2020 16:30,4.6390088,-74.1210966,2015-07,2015,7,Monday,16,west_east,Lunes,1,FALSE,FALSE
4419991,8/03/2015,13:40:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 62 66,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,157,157,OTRA,62,66,Avenida Calle 13 # 62 66 Bogotá Colombia,6/11/2020 13:40,4.6262505,-74.1054858,2015-03,2015,3,Sunday,13,east_west,Domingo,1,FALSE,FALSE
4420124,8/05/2015,7:10:00,Con Muertos,Choque,Vehiculo,,AC 13-KR 50 02,1,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,1,1,0,0,0,2,0,1,1,0,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,157,157,OTRA,50,2,Avenida Calle 13 # 50 02 Bogotá Colombia,6/11/2020 7:10,4.6262505,-74.1054858,2015-05,2015,5,Friday,7,east_west,Viernes,0,FALSE,FALSE
4420219,8/06/2015,6:45:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 111A 02,0,2,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,0,2,1,0,3,2,1,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,111A,2,Avenida Calle 13 # 111A 02 Bogotá Colombia,6/11/2020 6:45,4.6262505,-74.1054858,2015-06,2015,6,Monday,6,east_west,Lunes,0,FALSE,FALSE
4420492,8/07/2015,12:30:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 86 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,86,2,Avenida Calle 13 # 86 02 Bogotá Colombia,6/11/2020 12:30,4.6262505,-74.1054858,2015-07,2015,7,Wednesday,12,east_west,Miercoles,0,FALSE,FALSE
4420534,8/10/2015,15:25:00,Con Heridos,Atropello,,,AC 13-KR 47 02,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,0,0,1,2,1,1,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,409,409,CRUZAR SIN OBSERVAR,47,2,Avenida Calle 13 # 47 02 Bogotá Colombia,6/11/2020 15:25,4.6262505,-74.1054858,2015-10,2015,10,Thursday,15,east_west,Jueves,0,FALSE,FALSE
4420611,8/11/2015,12:25:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 69B 02,0,1,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,1,0,3,1,2,0,0,3,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,103,103,ADELANTAR CERRANDO,69B,2,Avenida Calle 13 # 69B 02 Bogotá Colombia,6/11/2020 12:25,4.6262505,-74.1054858,2015-11,2015,11,Sunday,12,east_west,Domingo,1,FALSE,FALSE
4421052,17/08/2015,21:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 60 02,0,0,Puente Aranda,Interseccion,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,2,112,112,DESOBEDECER SEÑALES,60,2,Avenida Calle 13 # 60 02 Bogotá Colombia,6/11/2020 21:00,4.6262505,-74.1054858,2015-08,2015,8,Monday,21,east_west,Lunes,0,FALSE,FALSE
4421296,19/08/2015,16:40:00,Con Heridos,Atropello,,,AC 13-KR 65 21,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,0,0,1,2,1,1,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,411,411,OTRAS,65,21,Avenida Calle 13 # 65 21 Bogotá Colombia,6/11/2020 16:40,4.6343549,-74.1158003,2015-08,2015,8,Wednesday,16,west_east,Miercoles,0,FALSE,FALSE
4421384,20/08/2015,10:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 90 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,90,2,Avenida Calle 13 # 90 02 Bogotá Colombia,6/11/2020 10:00,4.6262505,-74.1054858,2015-08,2015,8,Thursday,10,east_west,Jueves,0,FALSE,FALSE
4421579,22/08/2015,15:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 104 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,3,0,0,0,3,0,3,0,0,3,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,2,3,103,103,ADELANTAR CERRANDO,104,2,Avenida Calle 13 # 104 02 Bogotá Colombia,6/11/2020 15:00,4.6262505,-74.1054858,2015-08,2015,8,Saturday,15,east_west,Sabado,1,FALSE,FALSE
4421650,24/08/2015,21:00:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 43 02,0,1,Puente Aranda,Interseccion,Calle 13,Calle 13,Bogotá,Colombia,0,1,1,0,0,2,1,1,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,43,2,Avenida Calle 13 # 43 02 Bogotá Colombia,6/11/2020 21:00,4.6262505,-74.1054858,2015-08,2015,8,Monday,21,east_west,Lunes,0,FALSE,FALSE
4421662,24/08/2015,16:30:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 123 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,123,2,Avenida Calle 13 # 123 02 Bogotá Colombia,6/11/2020 16:30,4.6262505,-74.1054858,2015-08,2015,8,Monday,16,east_west,Lunes,1,FALSE,FALSE
4422145,29/08/2015,3:40:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 14 02,0,0,Los Mártires,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,103,103,ADELANTAR CERRANDO,14,2,Avenida Calle 13 # 14 02 Bogotá Colombia,6/11/2020 3:40,4.6039392,-74.0799487,2015-08,2015,8,Saturday,3,east_west,Sabado,0,FALSE,FALSE
4422778,9/04/2015,16:00:00,Con Heridos,Atropello,,,AC 13-KR 69A 70,0,1,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,0,1,0,1,2,1,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,157,157,OTRA,69A,70,Avenida Calle 13 # 69A 70 Bogotá Colombia,6/11/2020 16:00,4.6262505,-74.1054858,2015-04,2015,4,Thursday,16,east_west,Jueves,0,FALSE,FALSE
4422810,9/05/2015,18:40:00,Con Heridos,Atropello,,,AC 13-KR 22 02,0,1,Los Mártires,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,0,0,1,2,1,1,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,409,409,CRUZAR SIN OBSERVAR,22,2,Avenida Calle 13 # 22 02 Bogotá Colombia,6/11/2020 18:40,4.6262505,-74.1054858,2015-05,2015,5,Saturday,18,east_west,Sabado,0,FALSE,FALSE
4422812,9/05/2015,8:30:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 137A 81,0,1,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,1,0,0,2,1,1,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,157,157,OTRA,137A,81,Avenida Calle 13 # 137A 81 Bogotá Colombia,6/11/2020 8:30,0,0,2015-05,2015,5,Saturday,8,west_east,Sabado,1,FALSE,FALSE
4422798,9/06/2015,14:00:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 50 31,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,1,1,0,3,1,2,0,0,3,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,2,103,103,ADELANTAR CERRANDO,50,31,Avenida Calle 13 # 50 31 Bogotá Colombia,6/11/2020 14:00,4.639585,-74.121416,2015-06,2015,6,Tuesday,14,west_east,Martes,0,FALSE,FALSE
4423045,9/07/2015,16:16:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 80A 70,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,3,0,0,0,3,0,3,0,0,3,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1,3,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,80A,70,Avenida Calle 13 # 80A 70 Bogotá Colombia,6/11/2020 16:16,4.6232512,-74.1021196,2015-07,2015,7,Thursday,16,east_west,Jueves,0,FALSE,FALSE
4423124,9/07/2015,20:40:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 77 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,157,157,OTRA,77,2,Avenida Calle 13 # 77 02 Bogotá Colombia,6/11/2020 20:40,4.6262505,-74.1054858,2015-07,2015,7,Thursday,20,east_west,Jueves,0,FALSE,FALSE
4423275,9/10/2015,11:30:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 36 24,0,2,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,1,1,0,3,2,1,0,0,3,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,36,24,Avenida Calle 13 # 36 24 Bogotá Colombia,6/11/2020 11:30,4.6262505,-74.1054858,2015-10,2015,10,Friday,11,east_west,Viernes,1,FALSE,FALSE
4423816,14/09/2015,18:30:00,Con Heridos,Otro,,,AC 13-KR 29 02,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,1,0,1,0,2,1,1,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,506,506,OTRA,29,2,Avenida Calle 13 # 29 02 Bogotá Colombia,6/11/2020 18:30,4.6262505,-74.1054858,2015-09,2015,9,Monday,18,east_west,Lunes,0,FALSE,FALSE
4423795,14/09/2015,16:45:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 97 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,102,102,ADELANTAR POR LA DERECHA,97,2,Avenida Calle 13 # 97 02 Bogotá Colombia,6/11/2020 16:45,4.6262505,-74.1054858,2015-09,2015,9,Monday,16,east_west,Lunes,1,FALSE,FALSE
4423910,15/09/2015,19:20:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 73 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,157,157,OTRA,73,2,Avenida Calle 13 # 73 02 Bogotá Colombia,6/11/2020 19:20,4.6262505,-74.1054858,2015-09,2015,9,Tuesday,19,east_west,Martes,0,FALSE,FALSE
4423771,15/09/2015,7:20:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 62 36,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,4,1,0,0,5,1,4,0,0,5,0,4,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,2,3,5,98,98,TRANSITAR ENTRE VEHICULOS,62,36,Avenida Calle 13 # 62 36 Bogotá Colombia,6/11/2020 7:20,4.6262505,-74.1054858,2015-09,2015,9,Tuesday,7,east_west,Martes,0,FALSE,FALSE
4423845,15/09/2015,14:30:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 31 02,0,1,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,1,0,0,3,1,2,0,0,3,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,1,3,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,31,2,Avenida Calle 13 # 31 02 Bogotá Colombia,6/11/2020 14:30,4.639585,-74.121416,2015-09,2015,9,Tuesday,14,east_west,Martes,1,FALSE,FALSE
4424393,20/09/2015,3:15:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 32 02,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,32,2,Avenida Calle 13 # 32 02 Bogotá Colombia,6/11/2020 3:15,4.6032383,-74.0795182,2015-09,2015,9,Sunday,3,east_west,Domingo,0,FALSE,FALSE
4424159,20/09/2015,9:53:00,Con Heridos,Choque,Vehiculo,,AC 13-KR 96A 02,0,2,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,1,0,3,2,1,0,0,3,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,96A,2,Avenida Calle 13 # 96A 02 Bogotá Colombia,6/11/2020 9:53,4.6262505,-74.1054858,2015-09,2015,9,Sunday,9,east_west,Domingo,0,FALSE,FALSE
4424555,23/09/2015,14:30:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 47 02,0,0,Puente Aranda,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,3,0,0,0,3,0,3,0,0,3,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1,3,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,47,2,Avenida Calle 13 # 47 02 Bogotá Colombia,6/11/2020 14:30,4.6262505,-74.1054858,2015-09,2015,9,Wednesday,14,east_west,Miercoles,0,FALSE,FALSE
4424574,23/09/2015,19:00:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 72 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,72,2,Avenida Calle 13 # 72 02 Bogotá Colombia,6/11/2020 19:00,4.6262505,-74.1054858,2015-09,2015,9,Wednesday,19,east_west,Miercoles,1,FALSE,FALSE
4424705,24/09/2015,18:30:00,Solo Daños,Choque,Vehiculo,,AC 13-KR 123A 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 13,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,123A,2,Avenida Calle 13 # 123A 02 Bogotá Colombia,6/11/2020 18:30,4.6262505,-74.1054858,2015-09,2015,9,Thursday,18,east_west,Jueves,1,FALSE,FALSE
